age,workclass,fnlwgt,education,educational_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,salary
28,Private,700265,1st-4th,2,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,57,United-States,20506.34
36,Private,284281,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,68,United-States,124140.78
71,Private,1298949,10th,6,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,61225.32
28,Private,1215552,11th,7,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,0,0,26,United-States,26598.47
60,Private,358344,12th,8,Never-married,Prof-specialty,Wife,White,Male,0,0,52,United-States,66678.79
70,Private,469839,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,57457.91
68,Self-emp-inc,134150,1st-4th,2,Married-civ-spouse,Sales,Wife,Other,Male,0,0,8,United-States,15000.0
61,Local-gov,337805,7th-8th,4,Never-married,Priv-house-serv,Own-child,White,Female,0,0,28,United-States,15000.0
80,Private,859931,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,68,United-States,98932.03
51,Private,631082,1st-4th,2,Divorced,Adm-clerical,Other-relative,White,Male,0,0,31,United-States,17338.93
28,State-gov,1187939,9th,5,Separated,Handlers-cleaners,Own-child,White,Male,0,0,41,United-States,15000.0
49,Private,566311,11th,7,Married-AF-spouse,Transport-moving,Husband,White,Female,0,0,72,Thailand,66364.25
27,Private,168890,12th,8,Widowed,Farming-fishing,Wife,Other,Female,0,0,40,United-States,17697.69
68,Private,491725,12th,8,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,0,0,44,United-States,19521.77
79,Federal-gov,1236759,Assoc-voc,11,Widowed,Prof-specialty,Wife,White,Female,0,0,43,Yugoslavia,72422.25
72,Self-emp-not-inc,287637,12th,8,Married-spouse-absent,Priv-house-serv,Own-child,White,Male,0,0,32,Philippines,15000.0
78,Private,1335068,Doctorate,16,Widowed,Prof-specialty,Wife,White,Female,0,0,53,United-States,166675.79
70,Self-emp-not-inc,777184,7th-8th,4,Separated,Sales,Unmarried,White,Female,0,0,32,United-States,24015.35
59,Private,1469994,5th-6th,3,Separated,Craft-repair,Own-child,White,Male,0,0,38,United-States,22508.86
36,Private,938983,10th,6,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,0,0,46,United-States,27359.66
54,Private,948475,7th-8th,4,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,33321.27
72,Private,840533,Some-college,10,Separated,Protective-serv,Unmarried,White,Female,0,0,40,United-States,46267.37
76,Private,132613,5th-6th,3,Married-spouse-absent,Protective-serv,Other-relative,White,Male,0,0,35,United-States,21439.67
36,Private,1106445,Prof-school,15,Widowed,Handlers-cleaners,Husband,White,Male,0,0,36,United-States,60395.25
63,Private,1065129,12th,8,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,60,United-States,40805.54
63,Private,807146,Prof-school,15,Married-AF-spouse,Adm-clerical,Unmarried,White,Female,0,0,32,United-States,62413.5
66,Private,645915,Preschool,1,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,44,United-States,27695.51
85,Private,497230,Prof-school,15,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,29,39,United-States,76237.52
19,Private,593348,Some-college,10,Widowed,Sales,Other-relative,White,Male,0,0,14,United-States,15000.0
26,Private,1267736,Masters,14,Separated,Transport-moving,Wife,White,Female,0,0,63,United-States,64560.65
18,Private,410667,12th,8,Separated,Other-service,Wife,Black,Male,0,0,41,United-States,17914.16
57,Self-emp-not-inc,985146,9th,5,Separated,Transport-moving,Other-relative,White,Female,0,0,32,United-States,21555.11
77,Private,1255717,Preschool,1,Widowed,Armed-Forces,Unmarried,White,Female,0,0,46,United-States,18508.42
26,Private,19414,Preschool,1,Separated,Adm-clerical,Husband,Other,Male,0,0,34,United-States,15000.0
88,Private,180423,7th-8th,4,Widowed,Protective-serv,Other-relative,White,Male,0,0,43,United-States,31828.76
89,Private,1347651,10th,6,Divorced,Farming-fishing,Other-relative,White,Female,0,0,24,United-States,15000.0
41,Private,954977,12th,8,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,23,United-States,21341.97
25,State-gov,820128,5th-6th,3,Married-civ-spouse,Protective-serv,Husband,White,Female,0,0,27,United-States,15000.0
89,Private,647014,10th,6,Married-AF-spouse,Farming-fishing,Not-in-family,White,Male,0,0,37,United-States,20507.29
63,Private,925544,Doctorate,16,Married-spouse-absent,Priv-house-serv,Unmarried,Black,Female,0,0,29,United-States,35927.74
33,Self-emp-inc,197257,Doctorate,16,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,69,United-States,62100.86
50,Private,1419463,Preschool,1,Married-AF-spouse,Machine-op-inspct,Unmarried,White,Male,0,22,38,United-States,18091.74
62,Local-gov,494750,12th,8,Married-AF-spouse,Transport-moving,Not-in-family,White,Female,0,0,26,United-States,17478.57
76,Private,1030167,9th,5,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,141,0,57,United-States,24435.35
21,Private,451066,5th-6th,3,Widowed,Transport-moving,Wife,Amer-Indian-Eskimo,Male,0,0,40,United-States,16577.49
36,Private,1443187,Prof-school,15,Separated,Transport-moving,Wife,White,Female,0,0,42,United-States,74300.17
45,Private,509795,9th,5,Married-civ-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,0,0,21,United-States,24812.68
33,Self-emp-inc,1264975,Assoc-voc,11,Widowed,Armed-Forces,Own-child,White,Female,0,0,38,United-States,33207.73
43,Federal-gov,1073581,9th,5,Never-married,Machine-op-inspct,Husband,White,Male,0,40,30,United-States,24596.14
43,Local-gov,693742,5th-6th,3,Widowed,Craft-repair,Wife,Asian-Pac-Islander,Male,0,4,62,United-States,51179.94
32,Private,47121,Some-college,10,Divorced,Tech-support,Own-child,White,Male,0,0,37,Vietnam,43733.27
23,Self-emp-not-inc,623226,Preschool,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,51,13,United-States,15000.0
63,Private,1082556,7th-8th,4,Never-married,Protective-serv,Unmarried,White,Female,0,0,28,United-States,22512.4
59,Local-gov,1148489,12th,8,Never-married,Exec-managerial,Unmarried,White,Male,0,0,21,United-States,31822.8
79,Without-pay,34294,7th-8th,4,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,0,0,39,United-States,25929.73
43,Private,708537,Prof-school,15,Married-AF-spouse,Adm-clerical,Unmarried,White,Male,0,0,22,United-States,55529.93
29,Private,76450,Assoc-acdm,12,Married-spouse-absent,Tech-support,Not-in-family,White,Female,0,0,54,Portugal,57819.35
45,Private,590294,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,59,United-States,77473.35
38,Private,1404473,Assoc-acdm,12,Never-married,Transport-moving,Own-child,White,Male,0,0,35,United-States,39860.57
61,Private,647463,Doctorate,16,Divorced,Armed-Forces,Husband,White,Female,0,0,49,United-States,116511.37
85,Private,535371,12th,8,Married-spouse-absent,Tech-support,Wife,White,Male,0,0,42,United-States,50723.67
26,Private,614059,HS-grad,9,Divorced,Priv-house-serv,Husband,White,Male,0,0,46,United-States,18746.43
54,Self-emp-not-inc,959109,5th-6th,3,Married-civ-spouse,Other-service,Husband,Other,Female,0,0,21,United-States,15000.0
18,Without-pay,1202996,HS-grad,9,Widowed,Other-service,Own-child,White,Female,0,0,28,United-States,15000.0
87,Self-emp-inc,1435165,Some-college,10,Married-spouse-absent,Armed-Forces,Not-in-family,White,Female,0,0,39,United-States,42977.9
83,Federal-gov,49533,Some-college,10,Divorced,Armed-Forces,Wife,White,Male,129,0,34,United-States,44725.13
88,Federal-gov,859604,Bachelors,13,Divorced,Farming-fishing,Not-in-family,White,Female,29,0,49,United-States,55514.31
32,Self-emp-not-inc,520582,10th,6,Divorced,Prof-specialty,Husband,White,Female,0,0,60,United-States,57432.3
58,Private,508202,Masters,14,Separated,Farming-fishing,Other-relative,White,Male,0,0,53,United-States,84872.96
68,Private,892935,1st-4th,2,Separated,Craft-repair,Not-in-family,White,Female,0,0,52,United-States,23977.29
64,Private,1166202,Preschool,1,Married-AF-spouse,Craft-repair,Other-relative,White,Male,0,0,1,United-States,15000.0
89,Private,1236579,Doctorate,16,Divorced,Prof-specialty,Wife,White,Male,0,0,46,United-States,222443.6
85,Private,726101,1st-4th,2,Divorced,Priv-house-serv,Own-child,White,Female,0,0,69,United-States,15000.0
37,Private,498863,12th,8,Widowed,Other-service,Husband,White,Female,0,0,38,United-States,25892.4
84,Private,117520,Some-college,10,Married-AF-spouse,Tech-support,Other-relative,Other,Male,0,0,41,Philippines,63964.67
75,Private,75537,5th-6th,3,Never-married,Sales,Husband,White,Male,0,0,49,United-States,26968.39
50,Self-emp-inc,900743,Some-college,10,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,48,United-States,83349.63
40,Private,1250323,Preschool,1,Never-married,Protective-serv,Own-child,White,Female,0,0,46,United-States,21919.54
31,Private,1454690,1st-4th,2,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,60,United-States,29637.08
34,Private,1083305,1st-4th,2,Separated,Sales,Other-relative,White,Male,0,0,52,Columbia,24095.1
85,Private,1332551,5th-6th,3,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,0,0,44,United-States,18141.73
88,Private,68783,Some-college,10,Married-AF-spouse,Farming-fishing,Husband,White,Male,0,0,16,United-States,15000.0
39,Private,361522,10th,6,Divorced,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,31540.04
25,Private,1044963,9th,5,Married-spouse-absent,Protective-serv,Unmarried,White,Female,0,0,36,France,21288.58
35,Private,469157,Preschool,1,Married-spouse-absent,Prof-specialty,Other-relative,White,Female,0,0,44,United-States,28282.76
65,Private,1269076,10th,6,Divorced,Armed-Forces,Not-in-family,White,Female,0,0,24,United-States,16029.9
23,Private,1180980,Assoc-voc,11,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,47,United-States,43469.41
19,Local-gov,969527,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,40,United-States,40051.11
48,Private,1172071,Bachelors,13,Separated,Armed-Forces,Husband,White,Female,0,0,16,Columbia,29549.22
46,Private,206976,HS-grad,9,Married-AF-spouse,Adm-clerical,Unmarried,White,Female,0,0,31,United-States,22933.63
64,Private,1186145,Some-college,10,Widowed,Armed-Forces,Wife,White,Female,0,0,45,United-States,39383.11
48,Private,977137,10th,6,Married-AF-spouse,Prof-specialty,Wife,White,Male,0,0,29,United-States,34765.52
32,Federal-gov,370470,Assoc-voc,11,Married-spouse-absent,Other-service,Wife,White,Male,0,0,46,Thailand,33804.37
20,Private,719222,Bachelors,13,Widowed,Prof-specialty,Own-child,White,Female,0,0,35,United-States,40283.74
30,Self-emp-not-inc,1262339,Doctorate,16,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,United-States,46902.96
63,Private,699926,Assoc-voc,11,Never-married,Farming-fishing,Husband,White,Female,0,0,63,United-States,49640.54
87,Private,760091,9th,5,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,19,United-States,21946.21
44,Private,49122,10th,6,Married-AF-spouse,Sales,Wife,White,Female,0,0,40,United-States,31340.87
55,Federal-gov,51787,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,0,35,India,18822.71
45,Federal-gov,1291079,Doctorate,16,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,46,United-States,212415.64
35,Self-emp-not-inc,236665,Assoc-acdm,12,Separated,Craft-repair,Wife,White,Female,0,0,43,Outlying-US(Guam-USVI-etc),58395.62
19,Private,796987,Masters,14,Married-AF-spouse,Sales,Other-relative,White,Male,40,0,51,United-States,64228.42
41,Private,444478,Prof-school,15,Divorced,Protective-serv,Own-child,White,Male,0,0,46,United-States,120570.8
18,Private,872952,Some-college,10,Divorced,Tech-support,Own-child,White,Male,0,0,61,United-States,61503.05
56,Private,858795,Prof-school,15,Never-married,Tech-support,Unmarried,White,Male,0,0,47,United-States,158772.98
73,Private,388770,9th,5,Married-spouse-absent,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,18419.84
59,State-gov,1103136,Preschool,1,Married-AF-spouse,Handlers-cleaners,Wife,Other,Female,0,54,33,United-States,15000.0
29,Local-gov,332412,7th-8th,4,Separated,Tech-support,Unmarried,White,Male,0,0,56,United-States,45598.8
70,Private,483967,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,Black,Female,0,0,36,United-States,30331.5
27,Private,678988,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Female,0,0,34,United-States,23660.09
53,Private,347711,9th,5,Never-married,Exec-managerial,Own-child,White,Female,0,0,66,United-States,94403.91
90,Private,1102968,Some-college,10,Widowed,Transport-moving,Other-relative,White,Male,0,0,52,United-States,54308.81
62,Private,1224046,Preschool,1,Married-AF-spouse,Armed-Forces,Other-relative,White,Male,0,0,39,United-States,19413.25
19,Private,1318963,Bachelors,13,Separated,Sales,Unmarried,White,Female,0,0,58,United-States,60975.4
29,Self-emp-not-inc,1365494,7th-8th,4,Married-spouse-absent,Exec-managerial,Own-child,White,Male,0,0,36,United-States,41117.13
47,Private,982948,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,53,United-States,84874.71
80,Self-emp-not-inc,1432764,HS-grad,9,Never-married,Protective-serv,Unmarried,Black,Female,0,0,24,United-States,22859.09
32,Private,347143,Bachelors,13,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,0,0,46,United-States,49647.82
89,Private,1063312,Doctorate,16,Divorced,Farming-fishing,Not-in-family,White,Male,0,58,29,United-States,55483.65
50,Self-emp-not-inc,329248,Some-college,10,Separated,Prof-specialty,Husband,White,Male,0,0,23,United-States,57728.18
43,Private,103677,5th-6th,3,Married-spouse-absent,Protective-serv,Unmarried,White,Female,0,122,43,United-States,23028.11
29,Private,940680,1st-4th,2,Divorced,Priv-house-serv,Wife,White,Female,0,0,38,United-States,15000.0
68,Private,1473107,1st-4th,2,Married-spouse-absent,Sales,Own-child,White,Male,0,0,30,United-States,17849.43
51,Private,792453,10th,6,Separated,Armed-Forces,Own-child,White,Male,0,0,43,United-States,39084.92
50,Private,161164,Prof-school,15,Married-spouse-absent,Armed-Forces,Wife,White,Female,0,0,42,United-States,109954.94
83,Private,1341007,5th-6th,3,Divorced,Sales,Husband,Black,Male,0,0,69,United-States,50599.0
73,Federal-gov,95256,1st-4th,2,Divorced,Priv-house-serv,Other-relative,White,Male,0,0,51,United-States,15000.0
25,Private,672015,Preschool,1,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,39,United-States,15000.0
22,State-gov,257706,Assoc-acdm,12,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,36,United-States,25768.02
51,Federal-gov,636581,9th,5,Separated,Armed-Forces,Unmarried,White,Male,0,0,49,United-States,46091.33
48,Private,515530,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,35,United-States,19013.49
47,Private,1067548,Assoc-voc,11,Widowed,Priv-house-serv,Other-relative,White,Male,0,0,36,United-States,29287.99
42,Private,1420105,10th,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,30,United-States,20227.15
60,Private,300835,Masters,14,Married-AF-spouse,Priv-house-serv,Own-child,Asian-Pac-Islander,Male,0,0,59,United-States,60565.56
65,Self-emp-inc,361585,Some-college,10,Never-married,Farming-fishing,Not-in-family,Black,Female,15,0,38,United-States,22467.78
34,Self-emp-not-inc,1414500,Assoc-acdm,12,Widowed,Adm-clerical,Wife,White,Female,0,0,42,United-States,30533.1
66,Private,1295888,HS-grad,9,Never-married,Protective-serv,Unmarried,Black,Male,0,0,31,United-States,31512.66
54,State-gov,61162,Bachelors,13,Married-spouse-absent,Adm-clerical,Husband,White,Female,1,0,53,United-States,80572.55
34,Private,1402423,10th,6,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Female,0,0,44,United-States,15543.02
34,Self-emp-inc,1346070,Bachelors,13,Married-AF-spouse,Handlers-cleaners,Not-in-family,White,Female,0,0,41,Hungary,31644.58
68,State-gov,578696,Doctorate,16,Widowed,Armed-Forces,Husband,White,Female,0,0,39,Iran,102605.13
26,Private,675982,Doctorate,16,Divorced,Transport-moving,Not-in-family,White,Male,0,0,26,United-States,53873.55
21,Private,1247393,1st-4th,2,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,17,United-States,15000.0
23,Private,211929,12th,8,Separated,Transport-moving,Other-relative,White,Female,0,0,46,United-States,19632.73
83,Self-emp-not-inc,895627,Masters,14,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,44,United-States,68507.48
59,Private,1011792,7th-8th,4,Never-married,Armed-Forces,Other-relative,White,Male,0,0,32,United-States,28145.36
67,Private,13160,1st-4th,2,Separated,Transport-moving,Not-in-family,White,Female,0,0,44,United-States,19147.31
67,Private,119860,HS-grad,9,Married-AF-spouse,Sales,Husband,White,Male,0,0,66,United-States,68663.97
66,Self-emp-inc,1241743,Preschool,1,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,26,33,United-States,15000.0
19,Private,118084,7th-8th,4,Separated,Tech-support,Not-in-family,White,Female,0,91,12,India,15000.0
74,Private,775287,5th-6th,3,Widowed,Craft-repair,Wife,Black,Male,0,0,46,United-States,23962.62
80,Private,635540,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,29,United-States,49148.68
56,Private,1470488,Bachelors,13,Divorced,Sales,Wife,White,Male,0,0,37,United-States,58406.8
49,Private,1122419,Preschool,1,Married-AF-spouse,Craft-repair,Unmarried,White,Female,0,0,43,United-States,20612.21
72,Private,677679,Preschool,1,Widowed,Prof-specialty,Other-relative,White,Male,0,0,61,United-States,37431.32
61,Self-emp-not-inc,1459886,Masters,14,Never-married,Armed-Forces,Husband,White,Female,0,0,46,United-States,84943.35
45,Private,741364,10th,6,Never-married,Adm-clerical,Wife,White,Female,0,0,37,United-States,32396.28
64,Private,493006,10th,6,Separated,Farming-fishing,Not-in-family,White,Female,0,0,42,United-States,19562.51
35,Local-gov,1452034,HS-grad,9,Widowed,Craft-repair,Husband,White,Female,0,0,40,United-States,31786.16
53,Private,1183926,Masters,14,Married-AF-spouse,Other-service,Unmarried,White,Female,0,0,60,United-States,89720.65
55,Private,369597,Prof-school,15,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,34,United-States,60138.63
57,Private,1267307,Bachelors,13,Married-spouse-absent,Sales,Own-child,White,Female,0,0,61,United-States,95664.24
40,Private,1329548,Some-college,10,Married-AF-spouse,Handlers-cleaners,Own-child,White,Female,0,0,38,United-States,22500.33
30,Local-gov,221634,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,114332.63
51,Private,276982,Assoc-voc,11,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,41,Taiwan,28697.8
22,Private,220526,Preschool,1,Widowed,Tech-support,Wife,White,Male,0,0,56,United-States,22141.9
43,Local-gov,706468,1st-4th,2,Widowed,Exec-managerial,Other-relative,White,Male,0,0,18,Poland,16269.97
61,Federal-gov,1317567,HS-grad,9,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Female,0,0,42,United-States,16993.23
48,Private,1404861,HS-grad,9,Separated,Protective-serv,Unmarried,White,Male,0,0,41,Guatemala,52936.71
33,Private,171923,12th,8,Never-married,Transport-moving,Unmarried,White,Female,0,0,38,United-States,22503.63
73,Private,215741,Doctorate,16,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,50,Columbia,84732.46
40,Private,1112309,12th,8,Separated,Other-service,Husband,White,Male,0,0,62,United-States,39228.62
83,Private,1173243,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Wife,White,Female,0,0,40,France,22869.87
45,Private,896587,Doctorate,16,Married-AF-spouse,Exec-managerial,Wife,White,Female,0,0,28,United-States,144834.93
38,Private,736602,5th-6th,3,Married-AF-spouse,Handlers-cleaners,Wife,White,Female,0,0,60,United-States,20656.0
75,Private,391107,1st-4th,2,Never-married,Exec-managerial,Own-child,White,Male,0,0,51,United-States,51915.24
44,Private,869236,1st-4th,2,Divorced,Other-service,Husband,White,Female,0,0,45,United-States,15000.0
90,Private,730220,Preschool,1,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,20241.53
48,Private,312735,12th,8,Widowed,Transport-moving,Not-in-family,White,Female,0,0,34,United-States,27375.7
35,Never-worked,679950,10th,6,Widowed,Prof-specialty,Other-relative,White,Male,0,0,41,United-States,50726.17
69,Local-gov,699662,Some-college,10,Married-spouse-absent,Transport-moving,Other-relative,White,Female,0,0,37,United-States,31857.02
63,Private,1042931,Assoc-voc,11,Married-spouse-absent,Exec-managerial,Own-child,White,Male,0,0,33,United-States,75680.23
66,Private,426394,9th,5,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,42,United-States,25569.69
47,State-gov,1121643,9th,5,Married-spouse-absent,Other-service,Other-relative,White,Male,99,56,30,Honduras,22993.3
76,Private,1234660,7th-8th,4,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,38,United-States,21870.39
19,Private,1144628,Assoc-acdm,12,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,46,United-States,20824.47
41,Self-emp-not-inc,1433898,HS-grad,9,Separated,Exec-managerial,Own-child,White,Female,0,0,35,Scotland,57514.1
83,Federal-gov,137873,Bachelors,13,Married-spouse-absent,Sales,Wife,White,Female,0,0,26,United-States,49765.89
55,Local-gov,466679,12th,8,Separated,Exec-managerial,Unmarried,White,Female,0,0,55,United-States,69492.26
87,Private,621748,5th-6th,3,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,48,United-States,32891.17
24,Private,688812,Preschool,1,Never-married,Adm-clerical,Wife,White,Male,0,0,47,United-States,15000.0
63,Private,540837,5th-6th,3,Never-married,Prof-specialty,Husband,White,Male,0,54,40,United-States,41656.55
64,Local-gov,480609,Preschool,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,28901.95
44,Private,1491850,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,52,United-States,25124.61
53,Private,1282012,Prof-school,15,Separated,Farming-fishing,Other-relative,White,Female,6,0,42,United-States,85507.78
89,State-gov,1443805,HS-grad,9,Widowed,Armed-Forces,Other-relative,White,Male,0,0,47,United-States,49615.17
38,Private,795307,Prof-school,15,Never-married,Sales,Other-relative,White,Male,0,0,45,United-States,140176.89
24,Private,182697,7th-8th,4,Married-spouse-absent,Protective-serv,Not-in-family,White,Female,0,0,42,United-States,19782.73
19,State-gov,1265857,Assoc-acdm,12,Separated,Sales,Wife,White,Male,0,0,46,United-States,42627.66
43,Private,951105,Doctorate,16,Divorced,Protective-serv,Not-in-family,White,Female,52,0,52,United-States,137823.19
65,Private,608422,7th-8th,4,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,0,0,37,United-States,22748.77
53,Private,1071723,9th,5,Married-AF-spouse,Other-service,Other-relative,White,Female,0,0,8,United-States,15000.0
22,Private,1464026,10th,6,Widowed,Transport-moving,Unmarried,White,Male,0,0,23,United-States,15000.0
42,Private,628622,10th,6,Married-spouse-absent,Other-service,Husband,White,Male,0,0,32,India,20181.14
20,Local-gov,1173419,1st-4th,2,Never-married,Craft-repair,Not-in-family,White,Female,0,0,45,United-States,15000.0
56,Federal-gov,630123,Some-college,10,Widowed,Sales,Not-in-family,White,Male,0,0,38,United-States,54352.84
46,Private,837067,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,Black,Female,0,0,31,United-States,22216.87
89,Private,517278,1st-4th,2,Married-AF-spouse,Transport-moving,Not-in-family,White,Female,0,0,43,United-States,19586.68
25,Private,1331553,7th-8th,4,Married-AF-spouse,Machine-op-inspct,Wife,White,Female,0,0,25,United-States,15000.0
80,Local-gov,864855,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,37,0,40,United-States,52043.22
71,Private,1005864,Doctorate,16,Separated,Armed-Forces,Own-child,White,Male,0,0,27,United-States,69266.6
46,Local-gov,204550,Preschool,1,Divorced,Priv-house-serv,Husband,White,Male,0,0,63,United-States,16532.61
41,Private,106552,5th-6th,3,Widowed,Adm-clerical,Husband,White,Male,0,0,62,United-States,33724.28
60,Private,594123,10th,6,Separated,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,0,0,29,Columbia,16384.08
74,Private,329598,Doctorate,16,Divorced,Tech-support,Unmarried,White,Female,0,0,31,United-States,84278.14
48,Private,465359,Some-college,10,Widowed,Protective-serv,Unmarried,White,Female,0,0,33,United-States,44991.69
58,Private,232363,Preschool,1,Married-spouse-absent,Transport-moving,Husband,White,Female,0,0,42,United-States,15000.0
34,Private,1220757,1st-4th,2,Never-married,Handlers-cleaners,Unmarried,White,Male,0,179,24,United-States,15000.0
90,Private,1299873,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States,75466.16
40,Private,1411850,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,21,United-States,15000.0
39,Private,557153,Prof-school,15,Married-AF-spouse,Machine-op-inspct,Wife,White,Male,18,0,24,United-States,66435.32
31,Private,1020030,12th,8,Married-spouse-absent,Sales,Wife,White,Female,0,0,47,United-States,34504.5
43,Private,157053,1st-4th,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,37,United-States,17128.21
72,Private,787731,Preschool,1,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,0,0,44,Haiti,16597.4
45,Private,1040366,Prof-school,15,Married-spouse-absent,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,46,United-States,166664.99
43,State-gov,1443714,Doctorate,16,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Female,0,0,54,United-States,138313.51
83,Private,426022,Doctorate,16,Married-civ-spouse,Armed-Forces,Other-relative,White,Male,0,0,35,United-States,92395.93
75,Private,463091,1st-4th,2,Widowed,Adm-clerical,Wife,White,Female,0,7,28,United-States,15000.0
86,Private,27133,12th,8,Separated,Adm-clerical,Unmarried,White,Male,0,0,31,United-States,25000.16
23,Self-emp-not-inc,1354889,Assoc-voc,11,Separated,Prof-specialty,Own-child,White,Female,0,0,44,United-States,49173.72
21,Private,1096092,Masters,14,Widowed,Armed-Forces,Unmarried,White,Female,0,0,26,Greece,31437.65
35,Private,1123639,Doctorate,16,Never-married,Adm-clerical,Own-child,Other,Female,0,0,44,United-States,100586.9
42,Self-emp-inc,337461,9th,5,Married-spouse-absent,Adm-clerical,Unmarried,White,Male,0,0,43,United-States,29808.75
33,Private,554330,9th,5,Married-AF-spouse,Farming-fishing,Own-child,White,Male,0,0,46,United-States,24594.92
68,Private,1292850,HS-grad,9,Divorced,Prof-specialty,Husband,White,Female,0,0,50,United-States,61468.45
73,State-gov,1237604,Prof-school,15,Divorced,Craft-repair,Husband,White,Male,234,0,51,United-States,120830.2
38,Private,1252283,Doctorate,16,Married-AF-spouse,Other-service,Other-relative,White,Male,0,0,28,United-States,59977.9
57,Local-gov,903333,Preschool,1,Widowed,Transport-moving,Unmarried,White,Male,0,0,21,Guatemala,15000.0
78,Private,470121,Bachelors,13,Separated,Protective-serv,Not-in-family,White,Male,217,0,35,United-States,53207.06
18,Private,1242561,HS-grad,9,Separated,Other-service,Husband,White,Male,0,0,48,United-States,19383.07
26,Private,1475269,7th-8th,4,Widowed,Protective-serv,Own-child,White,Female,0,0,32,United-States,18116.7
17,Never-worked,1049909,Doctorate,16,Married-AF-spouse,Craft-repair,Not-in-family,Black,Female,0,0,44,United-States,62732.8
